1,781488,0.477,0.943,9.864,0.167,-0.144,-0.026,-16.910,5.627,-10.099
1,781492,0.477,0.943,9.864,0.167,-0.144,-0.026,-16.910,5.627,-10.099
1,781496,0.431,0.954,9.994,0.205,-0.137,-0.021,-16.910,5.627,-10.099
1,781499,0.431,0.954,9.994,0.205,-0.137,-0.021,-16.983,5.978,-10.070
1,781521,0.439,1.206,9.764,0.244,-0.137,-0.020,-17.056,5.583,-10.611
1,781524,0.462,1.184,9.842,0.232,-0.139,-0.023,-16.983,5.846,-9.719
1,781528,0.462,1.184,9.842,0.232,-0.139,-0.023,-16.983,5.846,-9.719
1,781755,0.494,1.464,9.904,0.144,-0.098,-0.023,-16.676,4.794,-9.456
1,781760,0.494,1.464,9.904,0.106,-0.097,-0.026,-16.793,5.174,-8.462
1,781764,0.494,1.464,9.904,0.106,-0.097,-0.026,-16.793,5.174,-8.462
1,781791,0.498,1.372,9.789,0.097,-0.093,-0.026,-17.363,4.750,-9.544
1,782128,0.499,1.054,9.080,-0.083,-0.077,-0.048,-16.136,4.940,-9.193
1,782150,0.455,0.943,8.865,-0.088,-0.075,-0.049,-16.443,4.999,-8.740
1,782180,0.425,0.847,8.609,-0.209,-0.073,-0.053,-16.121,4.925,-10.304
1,782184,0.433,0.765,8.571,-0.239,-0.072,-0.053,-16.121,4.925,-10.304
1,782241,0.449,0.675,9.082,0.068,-0.068,-0.046,-16.106,4.838,-10.450
1,782347,0.382,1.358,10.288,-0.465,-0.065,-0.059,-16.253,5.422,-10.275
1,782360,0.360,1.174,10.164,-0.467,-0.067,-0.057,-16.676,5.685,-10.333
1,782364,0.360,1.174,10.164,-0.467,-0.067,-0.057,-16.472,5.642,-10.158
1,782368,0.360,1.174,10.164,-0.467,-0.067,-0.057,-16.472,5.642,-10.158
1,782389,0.324,1.138,10.124,-0.272,-0.072,-0.054,-16.764,5.949,-11.181
1,782393,0.324,1.138,10.124,-0.272,-0.072,-0.054,-16.764,5.949,-11.181
1,782397,0.324,1.137,9.940,-0.272,-0.072,-0.054,-16.764,5.949,-11.181
1,782451,0.258,1.178,9.655,0.128,-0.083,-0.044,-16.326,5.759,-10.932
1,782454,0.258,1.178,9.655,0.128,-0.083,-0.044,-16.326,5.759,-10.932
1,782458,0.248,1.207,9.625,0.144,-0.083,-0.045,-16.326,5.759,-10.932
1,782509,0.227,1.103,9.778,0.108,-0.090,-0.044,-16.516,5.934,-11.254
1,782513,0.227,1.103,9.778,0.108,-0.090,-0.044,-16.574,5.817,-10.742
1,782620,0.272,0.858,9.863,0.055,-0.104,-0.042,-16.165,5.627,-11.196
1,782661,0.305,0.826,10.008,0.285,-0.108,-0.039,-16.501,5.598,-10.903
1,782823,0.264,0.849,9.897,0.253,-0.100,-0.040,-16.749,5.671,-11.999
1,782871,0.200,1.206,10.106,-0.056,-0.104,-0.046,-17.042,5.788,-11.312
1,782875,0.221,1.218,10.155,-0.056,-0.101,-0.045,-17.042,5.788,-11.312
1,782877,0.221,1.218,10.155,-0.116,-0.101,-0.045,-16.662,6.168,-11.371
1,782900,0.214,1.340,10.158,-0.140,-0.105,-0.046,-16.969,5.817,-11.473
1,782991,0.443,1.232,10.350,-0.209,-0.104,-0.050,-16.866,6.139,-10.713
1,783020,0.333,0.857,9.811,0.236,-0.104,-0.043,-16.998,6.270,-11.649
1,783024,0.333,0.857,9.811,0.236,-0.104,-0.043,-16.998,6.270,-11.649
1,783110,0.226,1.254,10.175,0.272,-0.101,-0.044,-17.276,5.393,-9.997
1,783140,0.230,0.910,10.003,-0.115,-0.099,-0.051,-17.553,5.145,-10.202
1,783144,0.230,0.910,10.003,-0.115,-0.099,-0.051,-17.553,5.145,-10.202
1,783148,0.258,0.873,10.185,-0.206,-0.098,-0.051,-17.553,5.145,-10.202
1,783169,0.262,1.083,10.331,-0.232,-0.099,-0.051,-17.553,5.495,-10.348
1,783173,0.262,1.083,10.331,-0.232,-0.099,-0.051,-17.553,5.495,-10.348
1,783177,0.290,0.805,10.137,-0.177,-0.100,-0.051,-17.071,5.276,-10.056
1,783200,0.262,0.470,10.132,0.017,-0.103,-0.048,-17.042,5.262,-10.465
1,783204,0.262,0.470,10.132,0.017,-0.103,-0.048,-16.910,5.320,-10.026
1,783207,0.251,1.330,10.386,0.112,-0.108,-0.048,-16.910,5.320,-10.026
1,783230,0.255,1.759,10.250,0.128,-0.105,-0.045,-17.977,5.101,-10.859
1,783233,0.255,0.534,9.818,0.128,-0.105,-0.045,-17.977,5.101,-10.859
