timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
4151096,3.4,9.4,-0.0,-0.3,-0.3,-0.2
4151613,3.1999999999999997,10.0,1.9,0.4,-0.1,0.0
4152213,3.0,8.9,3.8,-0.2,0.0,-0.0
4152813,2.8,8.4,4.9,-0.43333333333333335,-0.1,-0.0
4153502,3.6,10.3,2.1,-0.6666666666666666,-0.2,-0.3
4154133,3.2333333333333334,8.4,4.05,-0.9,0.1,0.0
4154763,2.8666666666666667,8.1,6.0,0.2,0.0,-0.1
4155333,2.5,8.7,5.4,0.4,-0.1,0.0
4156033,2.7,8.25,5.5,-0.4,0.2,0.1
4156624,2.8,7.8,5.7,-0.3,0.1,-0.2
4157164,2.7,7.5,3.95,0.4,-0.3,0.1
4157823,3.9,9.3,2.2,0.7,-0.3,-0.3
4158393,2.6,8.1,3.6,0.5,-0.2,-0.0
4158963,2.6,8.3,5.0,0.6,-0.2,0.1
4159533,3.5,8.6,4.0,-0.0,-0.0,-0.1
4160163,2.9,9.2,3.8,-0.4,0.1,-0.1
4160763,2.5,10.0,3.6,0.3,-0.1,-0.1
4161333,2.5,10.7,3.9,0.0,-0.1,0.0
4161933,2.5,7.5,2.1,-0.5,-0.1,-0.0
4162502,2.9,9.4,1.9,0.1,-0.1,-0.1
4163042,2.7,9.2,1.2,0.3,-0.1,-0.1
4163643,2.7,9.8,2.0,0.1,-0.1,-0.1
4164243,2.6,9.8,1.7,-0.2,-0.0,-0.1
4164783,2.3,10.6,1.5,-0.2,-0.1,-0.0
4165381,2.8,9.5,1.6,0.5,-0.2,0.0
4165922,2.8,9.1,1.4,0.3,-0.1,-0.0
4166523,3.1,9.5,1.4,0.3,-0.1,-0.1
4167063,2.6,8.6,2.2,0.0,-0.0,-0.1
4167693,2.6,9.8,2.8,0.3,-0.0,-0.1
4168263,2.6,9.5,2.9,0.2,-0.1,-0.1
4168863,2.5,10.5,2.0,0.2,-0.1,-0.0
4169403,2.5,10.0,2.9,0.2,-0.15000000000000002,-0.0
4170002,2.1,9.0,1.8,0.7,-0.2,-0.0
4170542,2.2,9.1,1.4,0.1,-0.1,-0.0
4171113,2.4,9.2,0.2,-0.0,-0.0,-0.0
4171683,2.7,10.0,0.7,0.0,0.1,-0.0
4172283,2.7,9.7,1.2,-0.0,-0.1,-0.1
4172853,2.7,10.2,0.4,0.6,-0.2,-0.1
4173453,1.8,9.9,-0.7,0.3,-0.2,-0.1
4174023,2.2,10.2,-0.9,0.4,-0.2,0.1
