timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
3397000,1.1,4.0,,0.2,-0.1,-0.1
3397604,1.1,4.0,9.3,0.2,-0.1,-0.1
3398265,1.0,3.9,9.25,0.1,-0.1,-0.1
3398865,1.0,3.9,9.2,0.15000000000000002,-0.1,-0.1
3399435,0.9,3.9,9.8,0.2,-0.1,-0.0
3400065,1.2,4.3,10.4,0.2,-0.1,-0.0
3400725,1.0,3.4,9.933333333333334,0.2,0.0,-0.0
3401355,0.9,4.6,9.466666666666667,0.2,-0.1,0.0
3401985,0.8,4.566666666666666,9.0,0.1,-0.1,0.0
3402685,1.1,4.533333333333333,8.9,-0.0,-0.1,-0.0
3403275,0.9,4.5,9.3,0.1,-0.1,-0.1
3403935,0.9333333333333333,5.1,11.5,0.2,-0.1,-0.06666666666666668
3404605,0.9666666666666667,3.9,6.8,0.2,-0.1,-0.03333333333333334
3405205,1.0,4.2,8.6,0.3,-0.1,0.0
3405704,1.2,4.5,8.7,0.1,-0.1,0.0
3406275,0.9,4.7,8.7,0.2,-0.1,-0.0
3406875,1.2,4.775,9.3,0.15000000000000002,-0.1,-0.1
3407505,1.15,4.85,10.6,0.1,-0.1,-0.1
3408135,1.1,4.925,7.6,0.6,-0.1,-0.0
3408795,1.05,5.0,8.4,0.3,-0.1,-0.0
3409425,1.0,4.85,8.5,0.0,-0.1,-0.05
3410094,1.0,4.7,8.95,0.0,-0.1,-0.1
3410745,1.0,4.6,9.4,0.0,-0.1,-0.1
3411375,1.0,4.9,10.0,0.3,-0.1,-0.1
3411975,1.0666666666666667,5.2,9.0,0.7,-0.3,0.1
3412605,1.1333333333333333,5.5,8.6,0.1,-0.0,-0.0
3413205,1.2,5.266666666666667,8.2,-0.3,-0.0,-0.1
3413834,1.25,5.033333333333333,8.9,0.0,-0.1,-0.1
3414504,1.3,4.8,8.9,-0.2,-0.15000000000000002,-0.1
3415125,1.4500000000000002,5.8,8.666666666666666,-0.1,-0.2,-0.0
3415725,1.6,6.8,8.433333333333334,0.0,-0.0,0.0
3416394,1.2,5.9,8.2,0.2,-0.1,-0.0
3416985,1.15,5.0,8.4,0.1,-0.1,-0.0
3417615,1.1,4.9,8.6,0.0,-0.1,-0.1
3418395,1.1,4.8,8.8,0.0,-0.1,-0.1
3419055,1.05,4.7,8.466666666666667,0.0,-0.06666666666666668,0.0
3419685,1.0,6.1,8.133333333333333,-0.4,-0.03333333333333334,0.0
3420345,0.9500000000000001,5.1,7.8,-0.09999999999999998,-0.0,-0.05
3420955,0.9,5.4,8.6,0.2,-0.1,-0.1
3421544,1.2,5.1,8.4,0.1,-0.2,-0.1
3422334,1.8,4.35,12.3,-0.0,-0.1,-0.1
3422955,1.65,3.6,5.5,0.5,-0.1,0.0
3423585,1.5,6.1,6.6,-0.2,0.0,0.0
3424215,1.35,5.5,7.7,0.2,-0.1,-0.1
3424845,1.2,5.6,8.1,0.1,-0.1,-0.05
3425544,1.5499999999999998,5.7,8.0,0.30000000000000004,-0.15000000000000002,-0.0
3426195,1.9,6.0,7.9,0.5,-0.2,0.0
3426795,1.6,5.7,7.8,0.0,-0.0,-0.05
3427434,1.3,5.633333333333334,7.7,0.1,-0.1,-0.1
3428055,1.4500000000000002,5.566666666666666,8.2,0.2,-0.2,-0.1
3428785,1.6,5.5,8.7,0.3,-0.2,-0.1
3429434,1.6,4.85,10.3,0.2,-0.2,-0.0
3430035,1.1,4.2,6.9,0.04999999999999999,-0.0,-0.03333333333333333
3430705,1.2,5.2,7.5,-0.1,-0.05,-0.06666666666666667
3431284,1.0,4.7,8.1,0.05000000000000002,-0.1,-0.1
3431925,1.3,5.4,9.7,0.2,-0.2,-0.1
3432495,1.6,4.25,11.3,-0.1,-0.1,-0.0
3433125,1.2,3.1,4.3,0.4,-0.1,0.1
3433755,1.5,5.5,8.3,0.0,-0.125,0.1
3434385,1.5,4.7,8.5,0.15,-0.15000000000000002,0.0
3435133,1.2,5.45,8.9,0.3,-0.17500000000000002,-0.1
3435735,1.8,6.2,6.300000000000001,0.2,-0.2,-0.05
3436434,-0.0,-0.1,3.7,0.4,-0.1,-0.0
3436995,0.5666666666666667,8.2,4.85,0.1,-0.1,0.0
3437704,1.1333333333333333,7.9,6.0,0.1,-0.1,0.0
3438354,1.7,8.0,5.95,0.1,-0.1,-0.0
3438915,1.75,8.0,5.9,0.1,-0.1,-0.0
3439544,1.8,8.0,5.9,0.1,-0.1,-0.0
3440265,1.8,8.0,5.8,0.1,-0.1,-0.0
