timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2393065,0.6,3.9,,0.5,-0.1,-0.1
2393612,1.2,5.1,8.7,0.2,-0.2,0.0
2394182,1.5,4.8,9.3,0.3,-0.1,-0.1
2394751,1.1,4.6,8.7,0.2,-0.1,-0.0
2395352,1.0,4.8,9.1,0.1,-0.1,-0.0
2396012,0.7,4.65,7.1,-0.0,-0.1,-0.0
2396582,1.4,4.5,8.6,-0.0,-0.1,0.0
2397152,1.7,4.6,8.9,-0.1,-0.1,-0.1
2397722,1.4,4.3,9.2,-0.0,-0.0,-0.1
2398321,1.2,4.2,9.2,0.09999999999999999,-0.1,-0.1
2398982,1.4,6.0,10.4,0.19999999999999998,-0.1,-0.0
2399642,1.1,4.7,6.9,0.3,-0.1,0.1
2400242,1.9,5.5,9.0,0.2,-0.2,0.0
2400842,1.7,5.0,8.8,0.3,-0.1,-0.0
2401472,1.6,5.1,9.850000000000001,-0.0,-0.15000000000000002,-0.1
2402102,1.5,5.6,10.9,0.5,-0.2,-0.05
2402681,1.7,4.1,4.0,0.0,-0.1,-0.0
2403242,1.9,5.7,8.6,0.1,-0.2,0.0
2403812,1.8,5.6,8.5,0.3,-0.1,-0.1
2404352,1.4,5.3,8.4,-0.1,-0.0,-0.0
2404921,1.6,5.4,8.5,0.1,-0.1,-0.0
2405492,1.6,5.2,8.6,0.4,-0.1,-0.1
2406032,0.9,5.2,7.6,0.5,-0.2,0.0
2406602,1.4,5.1,9.0,-0.1,-0.1,-0.0
2407202,1.2,4.7,8.6,0.0,-0.1,0.0
2407811,1.4,5.1,9.3,0.2,-0.1,-0.0
2408402,1.1,5.55,5.6,-0.3,0.1,-0.1
2409032,1.0,6.0,9.0,0.1,-0.1,-0.1
2409601,1.1,5.4,8.9,0.1,-0.2,-0.0
2410202,1.4,5.5,8.7,0.3,-0.1,-0.1
2410832,1.4,5.2,9.4,0.15,0.1,-0.1
2411462,1.4,5.8,8.2,0.0,-0.1,0.0
2412002,1.9,5.1,8.366666666666665,-0.3,-0.1,0.0
2412542,1.5,4.6,8.533333333333333,0.2,-0.1,-0.1
2413142,1.4,5.0,8.7,-0.0,-0.0,-0.1
2413712,1.6,5.0,8.9,0.05,-0.1,-0.0
2414342,1.2,5.0,7.6,0.1,-0.0,-0.1
2414972,1.2,5.8,9.2,0.3,-0.2,-0.0
2415512,1.5,5.1,8.9,0.1,-0.1,-0.0
2416142,1.6,5.05,8.9,0.1,-0.1,-0.0
2416743,1.5,5.0,8.8,-0.09999999999999998,-0.1,-0.0
2417282,1.5,5.0,9.2,-0.29999999999999993,-0.1,-0.1
2417882,1.4,5.7,8.8,-0.5,-0.0,0.0
2418453,1.4,5.1,8.8,0.0,-0.1,-0.0
2419142,1.4,4.9,9.05,0.3,-0.1,-0.05
2419751,1.7,5.233333333333333,9.3,0.1,-0.1,-0.1
2420312,1.5,5.566666666666667,7.65,-0.2,0.0,-0.1
2420942,1.3,5.9,6.0,-0.0,-0.05,0.1
2421572,1.7,5.1,4.3500000000000005,0.0,-0.1,0.0
2422232,1.7,5.2,2.7,0.06666666666666667,-0.05,-0.1
2422862,2.9,23.6,1.0500000000000007,0.13333333333333333,-0.0,-0.0
2423552,2.75,10.1,-0.6,0.2,-0.1,-0.0
2424152,2.6,9.7,-0.3333333333333333,0.15000000000000002,-0.1,-0.0
2424812,2.6,9.7,-0.06666666666666665,0.1,-0.1,-0.0
2425533,2.6,9.7,0.2,0.1,-0.1,-0.0
