timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
834837,-0.9,-2.3,-9.4,0.1,-0.1,-0.0
835325,-0.9,-2.3,-9.4,0.1,-0.1,-0.0
835865,-1.0,-2.8,-9.6,0.3,-0.1,-0.1
836405,-2.7,-6.6,-7.7,1.3,-0.6,-0.0
836945,-3.7,-9.0,-2.8,1.4,-0.5,0.0
837514,-4.4,-7.9,4.4,1.5,-0.7,0.1
838115,-2.8,-4.0,8.3,0.6,-0.4,0.0
838655,-2.1,-3.1,9.2,-0.0,-0.1,-0.1
839224,-3.8,-6.4,5.4,-1.3,0.5,0.0
839764,-4.8,-8.1,-0.6,-0.5,0.3,-0.1
840334,-3.7,-8.2,-3.7,-0.2,0.1,-0.2
840875,-3.0,-7.5,-5.8,-0.3,0.1,-0.1
841445,-3.1,-7.9,-7.3,0.6,-0.4,-0.1
842044,-3.9,-8.3,-1.8,1.1,-0.5,0.1
842615,-4.3,-7.3,4.1,0.8,-0.5,0.1
843213,-3.5,-5.1,7.7,0.5,-0.4,-0.0
843754,-3.0,-4.2,8.5,-0.4,0.1,0.0
844355,-4.4,-7.1,3.3,-1.1,0.6,-0.1
844895,-4.1,-8.5,-4.2,-0.6,0.6,-0.3
845464,-2.5,-6.6,-6.4,-0.3,0.1,-0.0
846004,-1.7,-5.0,-8.6,-0.3,0.1,-0.1
846544,-2.4,-6.3,-7.6,0.9,-0.5,-0.0
847145,-3.5,-8.3,-3.0,1.1,-0.5,0.1
847714,-4.4,-7.4,2.7,1.5,-0.7,0.1
848285,-2.8,-4.9,8.3,0.6,-0.4,-0.1
848825,-2.2,-3.0,9.1,0.1,-0.1,0.1
849365,-3.3,-5.8,6.9,-1.3,0.5,-0.1
849935,-4.5,-8.0,-0.2,-0.9,0.5,-0.1
850474,-3.5,-7.5,-5.5,-0.5,0.3,-0.2
851105,-2.1,-6.3,-8.5,-0.4,0.0,-0.1
851735,-3.0,-7.9,-5.5,0.9,-0.3,-0.1
852334,-3.6,-8.8,-0.3,0.9,-0.3,0.2
852905,-4.0,-7.1,4.4,0.6,-0.4,-0.1
853535,-3.1,-4.8,7.9,0.2,-0.1,0.1
854075,-3.3,-5.4,7.2,-0.4,0.1,-0.1
854674,-4.0,-7.7,1.3,-0.7,0.3,-0.1
855214,-3.8,-7.9,-3.0,-0.2,0.0,-0.0
855754,-3.0,-6.5,-7.2,-0.3,0.2,-0.1
856325,-2.1,-4.7,-8.8,-0.1,-0.24999999999999994,-0.1
856865,-2.9,-6.3,-6.8,1.3,-0.7,0.0
857404,-4.0,-8.4,-1.9,1.7,-0.7,-0.1
857944,-3.3,-7.1,5.2,0.8,-0.4,-0.0
858484,-2.5,-4.2,8.6,0.3,-0.3,0.1
859054,-2.9,-5.2,7.2,-0.7,0.2,0.1
859594,-4.4,-7.9,1.7,-0.7,0.4,-0.1
860134,-3.9,-8.0,-3.8,-0.9,0.3,-0.1
860674,-3.1,-6.1,-7.7,-0.6,0.3,-0.1
861214,-1.8,-4.7,-9.1,-0.2,0.0,-0.2
861754,-3.1500000000000004,-7.0,-7.0,1.4,-0.7,0.0
862294,-4.5,-9.2,-2.5,1.0,-0.4,0.1
862834,-4.4,-7.1,3.6,1.0,-0.5,-0.0
863375,-3.2,-5.7,7.3,0.7,-0.4,-0.1
863974,-2.3,-3.8,8.7,0.3,-0.2,0.0
864604,-3.1,-5.6,7.1,-0.7,0.3,-0.1
865174,-4.3,-8.8,0.2,-1.0,0.4,-0.2
865714,-3.6,-7.7,-4.1,-1.3,0.5,-0.1
866254,-1.8,-5.6,-8.8,-0.8,0.3,-0.2
866794,-1.2,-4.1,-9.1,0.2,-0.2,-0.1
867364,-3.4,-7.2,-6.3,1.4,-0.7,0.1
867964,-4.1,-8.3,0.1,1.3,-0.6,0.05
868543,-3.3,-6.2,5.7,0.7,-0.3,0.0
869074,-3.0,-5.2,7.6,0.3,-0.1,-0.1
869644,-2.9,-4.9,7.9,-0.5,0.2,-0.0
870184,-3.9,-7.9,1.3,-0.7,0.2,-0.1
870724,-3.4,-7.7,-5.5,-0.9,0.3,-0.1
871294,-1.9,-5.1,-9.0,-0.6,0.3,-0.2
871834,-1.1,-3.5,-9.2,0.0,-0.1,-0.1
872404,-3.1,-7.4,-6.8,1.0,-0.4,-0.0
872974,-4.0,-7.8,-0.3,1.5,-0.6,0.3
873574,-4.1,-6.3,6.1,0.7,-0.6,-0.1
874144,-2.8,-4.7,8.3,0.1,-0.1,-0.1
874684,-3.5,-6.0,6.9,-1.0,0.4,-0.1
875254,-3.4,-8.6,-1.0,-0.7,0.2,-0.1
875854,-3.3,-6.8,-7.0,-0.6,0.3,-0.0
876394,-1.3,-3.6,-9.0,-0.4,0.3,-0.2
876934,-1.0,-3.8,-9.2,0.6,-0.4,-0.0
877535,-2.9,-7.2,-6.1,1.0,-0.5,-0.0
878075,-4.1,-8.7,-1.8,1.4,-0.6,0.1
878644,-3.7,-6.05,6.0,0.9,-0.5,0.1
879213,-3.05,-3.4,7.6,0.7,-0.3,0.0
879793,-2.4,-3.2,9.2,-0.4,0.1,-0.1
880325,-3.6,-6.4,4.7,-1.4,0.6,-0.1
880924,-3.2,-7.8,-4.2,-1.1,0.4,-0.2
881495,-1.6,-5.7,-8.3,-0.5,0.3,-0.3
882035,-0.8,-3.7,-9.4,0.2,-0.3,0.0
882575,-2.5,-6.2,-7.4,1.4,-0.6,0.1
883144,-3.9,-9.0,-2.2,1.4,-0.6,0.3
883745,-3.6,-6.2,5.4,0.9,-0.6,-0.1
884344,-3.3,-4.9,8.5,0.4,-0.3,0.1
884974,-2.3,-4.8,8.6,-0.4,0.1,0.0
885544,-3.7,-7.5,5.5,-0.7,0.3,-0.0
886084,-4.3,-8.0,0.0,-1.0,0.5,-0.2
886654,-3.1,-7.2,-5.4,-0.7,0.4,-0.1
887194,-0.5,-4.4,-10.7,-0.9,0.7,-0.2
887734,1.4,-4.9,-8.2,0.6,0.6,-0.7
888304,5.8,-7.4,-3.2,2.1,-0.5,-1.0
888875,7.2,-5.1,-0.4,0.7,-0.4,-0.3
889415,8.7,-4.7,-0.4,0.7,-0.4,-0.3
