timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2133695,-0.7,-3.3,7.7,0.4,-0.0,-0.0
2134316,-0.8,-3.6,9.6,0.0,-0.0,-0.0
2134987,-0.8,-4.4,9.3,0.1,-0.1,-0.1
2135586,-0.9,-5.2,8.45,0.1,-0.0,-0.0
2136216,0.3,-3.8,7.6,0.1,-0.1,-0.0
2136817,-0.6,-2.4,10.2,-0.4,-0.05,-0.1
2137416,-0.7,-3.2,9.7,0.0,0.0,-0.1
2138017,-0.5,-3.3,9.3,0.1,0.05,-0.1
2138586,-1.2,-5.5,12.9,-0.5,0.1,-0.06666666666666668
2139316,-0.5,-1.6,9.3,-0.3,-0.2,-0.03333333333333334
2139947,-0.65,-3.4,9.9,-0.1,-0.1,-0.0
2140657,-0.8,-3.4,9.0,0.3,-0.1,-0.1
2141227,-0.9,-3.4,9.6,0.2,-0.1,-0.1
2141767,-0.5,-3.25,8.7,0.3,-0.1,0.0
2142487,-1.2,-3.1,10.5,0.1,-0.1,-0.0
2143207,-0.8,-3.5,9.3,-0.0,-0.1,-0.0
2143747,-0.7,-3.3,9.4,0.0,-0.1,-0.0
2144287,-0.8,-4.8,7.800000000000001,0.4,-0.2,-0.05
2144867,-0.3,-4.333333333333333,6.2,-0.1,0.0,-0.1
2145427,-0.9,-3.8666666666666667,10.0,0.1,-0.1,-0.1
2146057,-0.9,-3.4,9.5,-0.1,-0.15000000000000002,-0.1
2146597,-0.7,-2.9,9.5,0.1,-0.2,-0.1
2147227,-0.6499999999999999,-2.4,10.7,0.4,-0.1,-0.0
2147827,-0.6,-2.2,9.7,0.3,-0.1,0.0
2148527,-0.7,-3.5,10.1,0.0,-0.2,-0.0
2149147,-0.4,-3.0,9.3,-0.0,-0.2,-0.0
2149686,-0.6,-3.4,11.3,1.0,-0.2,0.0
2150347,-1.0,-2.8,9.2,0.55,-0.2,-0.0
2151067,-0.85,-3.4,9.6,0.1,-0.2,-0.1
2151697,-0.7,-3.4,9.2,0.15000000000000002,-0.1,-0.1
2152267,-0.6,-3.6,10.4,0.2,-0.1,-0.0
2152867,-0.4,0.1,4.4,0.1,-0.0,0.0
2153497,-0.9,-3.0,10.3,0.05,-0.1,-0.1
2154157,-0.8333333333333334,-3.0,9.4,-0.0,-0.1,-0.1
2154847,-0.7666666666666666,-3.0,9.5,0.5,-0.1,-0.0
2155507,-0.7,-2.0,7.1,1.0,-0.1,0.0
2156137,-1.1,-3.9,10.1,-0.1,-0.1,-0.0
2156677,-1.4,-4.4,9.7,0.2,-0.1,-0.0
2157277,-1.1,-3.8,9.3,0.2,-0.1,-0.0
2157907,-1.5,-5.9,12.4,0.6,-0.2,-0.0
2158597,-1.1,-2.4,10.0,0.4,-0.2,-0.0
2159197,-0.7,-3.7,9.7,-0.0,-0.1,-0.0
2159796,-0.6,-3.3,9.4,0.1,-0.1,-0.0
2160427,-1.1,-3.5,11.2,0.1,-0.2,-0.0
2161056,-0.2,-0.7,5.3,0.7,-0.3,-0.1
2161717,-0.7,-3.7,6.9,-0.1,-0.1,-0.1
2162346,-0.4,-3.0,8.5,-0.1,-0.1,-0.05
2162957,-0.3,-2.8,9.7,0.0,-0.0,-0.0
2163517,0.5,0.0,10.5,1.4,-0.5,0.0
2164147,-0.5,10.6,10.5,5.5,-1.8,0.2
2164748,-1.5,-6.4,10.5,3.7,-1.0,0.0
2165407,-1.0,-4.3,10.5,0.4,-1.0,-0.0
2166038,-1.6,-6.6,10.5,0.4,-1.0,-0.0
