timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2552812,0.4,2.0,9.3,-0.4,,-0.1
2553390,0.0,1.6,10.0,0.3,-0.2,0.0
2554111,0.9,1.2,9.6,0.2,-0.23333333333333334,0.0
2554770,0.4,1.2,10.4,0.1,-0.26666666666666666,-0.1
2555371,1.1,0.6,10.9,0.15000000000000002,-0.3,-0.1
2555970,1.3,-0.19999999999999996,10.1,0.2,-0.1,0.0
2556541,0.5,-0.9999999999999999,10.3,-0.5,0.2,-0.05
2557180,-0.3,-1.8,12.1,0.6,-0.3,-0.1
2557741,-0.2,2.4,6.8,-0.3,0.1,-0.0
2558310,-0.1,0.4,8.75,0.0,-0.1,-0.0
2558910,0.2,-3.2,10.7,0.3,-0.05,-0.1
2559571,-0.3,-2.3,11.4,0.25,-0.0,-0.0
2560111,-0.0,-0.3,9.2,0.2,-0.1,0.0
2560710,0.1,-1.5000000000000002,10.5,-0.4,-0.2,-0.0
2561310,0.1,-2.7,10.4,0.2,-0.0,-0.0
2561911,0.4,1.6,4.9,0.1,0.0,-0.0
2562480,-0.1,-0.6,10.3,0.1,-0.1,-0.1
2563050,-0.1,-3.8,10.7,0.2,-0.2,-0.1
2563650,-0.7,-4.8,11.6,0.5,-0.1,-0.0
2564220,-0.2,0.3,9.3,-0.3,0.1,0.0
2564791,-0.5,-2.4,9.8,-0.3,-0.1,-0.0
2565360,-0.5,-4.3,9.7,0.1,-0.1,-0.1
2565960,-0.7,-3.7,11.0,0.8,-0.2,-0.0
2566531,-0.0,-1.1,10.4,0.2,-0.2,0.0
2567100,0.1,-1.6,9.5,-0.2,-0.0,-0.0
2567640,-0.2,-3.2,9.3,0.1,-0.1,-0.1
2568210,0.5,-0.3,8.4,1.0,-0.3,-0.0
2568810,-0.2,-1.5,8.8,-0.1,0.0,0.0
2569440,-1.0,-3.4,10.4,-0.7,0.1,-0.1
2570010,-0.9,-4.8,11.4,0.5,-0.2,-0.1
2570610,0.1,0.8,6.6,-0.3,0.0,0.0
2571210,-0.4,-1.8,9.0,0.3,-0.1,-0.0
2571840,-0.5,-4.3,9.3,-0.1,-0.1,-0.1
2572440,-0.6,-3.4,9.6,0.9,-0.2,0.0
2573010,-0.1,-1.9,9.8,0.1,-0.1,0.0
2573550,-0.6499999999999999,-4.6,10.1,-1.3,0.2,-0.05
2574280,-1.2,-7.0,11.3,-0.0,-0.1,-0.1
2574840,0.1,1.3,5.6,-0.1,-0.1,-0.0
2575380,0.1,-2.2,9.6,-0.2,-0.1,-0.0
2576041,-0.8,-5.6,10.5,-0.6,0.0,0.0
2576680,-0.5,-4.8,9.25,-0.0,-0.0,-0.0
2577240,-0.7,-4.8,8.0,-0.0,-0.0,-0.0
