1,413976,-1.720,-9.604,0.260,0.021,-0.101,-0.042,-24.496,35.414,75.913
1,413980,-1.720,-9.604,0.260,0.021,-0.101,-0.042,-24.496,35.414,75.913
1,413984,-1.685,-9.697,0.199,0.016,-0.100,-0.042,-24.920,35.706,76.279
1,413987,-1.685,-9.697,0.199,0.016,-0.100,-0.042,-24.920,35.706,76.279
1,414038,-1.813,-10.056,-0.126,0.154,-0.122,-0.033,-24.540,35.194,75.723
1,414041,-1.943,-10.211,-0.141,0.210,-0.136,-0.032,-24.540,35.194,75.723
1,414044,-1.943,-10.211,-0.141,0.210,-0.136,-0.032,-24.540,35.194,75.723
1,414067,-2.538,-10.588,-0.012,0.324,-0.156,-0.028,-24.598,35.034,75.650
1,414174,-2.832,-14.285,0.032,0.414,-0.153,-0.210,-25.139,35.238,75.417
1,414218,-1.918,-11.903,0.976,1.477,-0.340,-0.222,-25.767,35.604,73.195
1,414222,-1.918,-11.903,0.976,1.477,-0.340,-0.222,-25.782,35.647,72.376
1,414225,-1.773,-11.687,1.110,1.668,-0.375,-0.219,-25.782,35.647,72.376
1,414248,-1.490,-11.007,1.693,1.951,-0.435,-0.216,-26.235,34.332,70.213
1,414250,-1.490,-11.007,1.693,1.951,-0.435,-0.216,-26.235,34.332,70.213
1,414254,-1.370,-10.866,1.827,2.035,-0.453,-0.213,-26.235,34.332,70.213
1,414337,-1.004,-9.722,3.206,1.301,-0.356,-0.193,-26.951,29.874,63.885
1,414341,-1.004,-9.722,3.261,1.301,-0.356,-0.193,-26.951,29.874,63.885
1,414344,-1.009,-9.833,3.261,1.103,-0.316,-0.189,-26.951,29.874,63.885
1,414368,-0.921,-9.875,3.422,0.696,-0.243,-0.183,-26.527,29.626,62.818
1,414428,-0.860,-10.312,3.461,-0.178,-0.075,-0.150,-27.521,29.567,62.219
1,414488,-0.864,-10.251,3.370,0.002,-0.094,-0.053,-27.039,30.210,63.037
1,414492,-0.864,-10.251,3.370,0.002,-0.094,-0.053,-27.039,30.210,63.037
1,414495,-0.864,-10.251,3.370,0.002,-0.094,-0.053,-27.039,30.210,63.037
1,414517,-0.943,-9.879,3.370,0.292,-0.140,-0.040,-26.863,30.123,62.833
1,414578,-0.785,-8.711,3.529,0.795,-0.230,0.071,-26.557,28.837,61.839
1,414582,-0.785,-8.711,3.529,0.795,-0.230,0.071,-26.557,28.837,61.839
1,414585,-0.748,-8.544,3.529,0.819,-0.236,0.081,-26.410,29.187,61.532
1,414637,-0.748,-7.795,3.730,0.766,-0.225,0.121,-26.410,28.135,59.559
1,414641,-0.748,-7.795,3.730,0.766,-0.225,0.121,-26.410,28.135,59.559
1,414644,-0.768,-7.694,3.790,0.723,-0.217,0.126,-26.410,28.135,59.559
1,414667,-0.847,-7.545,3.795,0.607,-0.192,0.137,-26.250,27.565,58.623
1,414671,-0.847,-7.545,3.795,0.607,-0.192,0.137,-26.250,27.565,58.623
1,414674,-0.866,-7.457,3.803,0.540,-0.178,0.138,-25.811,27.784,58.828
1,414697,-0.876,-7.165,3.732,0.426,-0.156,0.143,-26.133,27.477,58.842
1,414727,-0.794,-6.754,3.608,0.387,-0.148,0.150,-25.592,27.083,57.995
1,414788,-0.702,-5.883,3.326,0.605,-0.189,0.164,-25.402,26.790,56.621
1,414895,-0.830,-5.509,3.881,0.619,-0.214,0.166,-24.087,24.437,53.625
1,414968,-1.107,-6.193,4.545,0.007,-0.139,0.121,-23.677,24.408,52.689
1,414971,-1.107,-6.193,4.545,0.007,-0.139,0.121,-23.677,24.408,52.689
1,415078,-1.444,-7.819,5.464,-0.088,-0.160,0.061,-23.297,25.022,54.195
1,415250,-1.537,-8.969,7.750,0.668,-0.332,-0.005,-23.838,22.903,51.798
1,415267,-1.521,-8.924,7.947,0.709,-0.341,0.000,-23.823,22.493,51.476
1,415271,-1.521,-8.924,7.947,0.709,-0.341,0.000,-23.823,22.493,51.476
1,415274,-1.521,-8.924,7.947,0.709,-0.341,0.000,-24.233,22.391,50.731
1,415400,-1.433,-7.022,8.570,2.271,-0.612,0.018,-24.773,16.121,40.778
1,415448,-1.293,-6.215,9.153,2.541,-0.651,0.023,-25.767,13.008,36.232
1,415452,-1.263,-6.049,9.246,2.551,-0.650,0.024,-26.147,12.379,35.457
1,415508,-1.079,-5.137,9.505,2.478,-0.624,0.022,-26.673,7.951,30.035
1,415511,-1.062,-4.963,9.505,2.458,-0.619,0.021,-26.878,7.659,28.954
1,415515,-1.062,-4.963,9.505,2.458,-0.619,0.021,-26.878,7.659,28.954
1,415537,-0.986,-4.659,9.541,2.421,-0.613,0.021,-26.922,4.809,27.068
1,415541,-0.949,-4.476,9.574,2.407,-0.608,0.020,-26.922,4.809,27.068
1,415544,-0.949,-4.476,9.574,2.407,-0.608,0.020,-26.922,4.809,27.068
1,415568,-0.836,-4.064,9.703,2.359,-0.600,0.016,-27.346,3.727,24.350
1,415572,-0.836,-4.064,9.703,2.359,-0.600,0.016,-27.346,3.727,24.350
1,415598,-0.692,-3.639,9.778,2.326,-0.591,0.007,-27.170,1.520,22.303
1,415602,-0.692,-3.639,9.778,2.326,-0.591,0.007,-27.404,0.775,22.493
1,415605,-0.692,-3.639,9.778,2.326,-0.591,0.007,-27.404,0.775,22.493
1,415627,-0.525,-3.222,9.790,2.353,-0.591,0.002,-27.930,-1.462,20.140
1,415631,-0.525,-3.222,9.790,2.353,-0.591,0.002,-27.930,-1.462,20.140
1,415634,-0.525,-3.222,9.790,2.353,-0.591,0.002,-27.930,-1.462,20.140
1,415658,-0.392,-2.662,9.647,2.472,-0.607,-0.004,-28.120,-2.894,18.518
1,415661,-0.392,-2.662,9.647,2.472,-0.607,-0.004,-28.120,-2.894,18.518
1,415665,-0.383,-2.465,9.596,2.472,-0.607,-0.002,-27.653,-3.698,18.518
1,415687,-0.292,-1.991,9.538,2.617,-0.628,-0.010,-28.369,-5.510,16.866
1,415821,0.479,1.445,9.220,2.253,-0.531,-0.077,-29.787,-13.139,14.455
1,415838,0.542,1.713,9.196,2.205,-0.520,-0.084,-29.640,-14.601,14.382
1,415841,0.620,1.985,9.144,2.164,-0.508,-0.092,-29.640,-14.601,14.382
1,415845,0.620,1.985,9.144,2.164,-0.508,-0.092,-29.640,-14.601,14.382
1,415927,0.983,3.632,8.751,1.907,-0.431,-0.154,-29.918,-17.217,14.557
1,415958,1.011,4.007,8.495,1.923,-0.420,-0.176,-30.123,-18.182,14.177
1,415961,1.011,4.007,8.495,1.923,-0.420,-0.176,-30.123,-18.182,14.703
1,415965,1.011,4.007,8.495,1.923,-0.420,-0.176,-29.728,-18.460,14.703
1,415988,1.019,4.465,8.168,2.018,-0.420,-0.198,-29.714,-18.810,15.566
1,415991,1.019,4.465,8.168,2.018,-0.420,-0.198,-29.714,-18.810,15.566
1,416018,1.092,4.884,7.871,2.103,-0.421,-0.219,-29.801,-19.950,15.390
1,416047,1.135,5.294,7.443,2.171,-0.420,-0.241,-29.421,-20.184,16.662
1,416051,1.135,5.294,7.443,2.171,-0.420,-0.241,-29.626,-20.009,17.626
1,416054,1.161,5.415,7.269,2.198,-0.420,-0.248,-29.626,-20.009,17.626
1,416137,1.268,6.392,6.142,2.199,-0.403,-0.292,-28.851,-22.011,22.625
1,416198,1.293,7.009,4.826,2.083,-0.385,-0.287,-28.208,-21.836,25.285
1,416304,0.985,8.036,2.792,1.560,-0.336,-0.184,-26.922,-21.353,33.514
1,416378,0.903,8.523,1.980,1.310,-0.326,-0.050,-26.717,-20.403,37.767
1,416381,0.903,8.523,1.980,1.310,-0.326,-0.050,-26.717,-20.403,37.767
1,416385,0.915,8.640,1.894,1.302,-0.329,-0.032,-26.717,-20.403,37.767
1,416437,0.857,8.943,1.419,1.238,-0.336,0.043,-26.367,-19.410,40.281
